ID,Name,Type,Length_m,Width_m,BedElev_m,LeftBank,RightBank,SlopCoef,Material,Grade,Purpose,SvcArea,IrrigSys,FlowDir,FromNode,ToNode,RouteShape,XSType,WtrLevel,XSArea,Location,Province,District,Ward,Manager,YearBuilt,YearUpdate,Status,Notes
1493,Kênh Cát,Canal,262.0,2,"-1,5",,,"1,5",Ð?t + s?i + tý?ng ch?n b?ng BT,,"Tý?i, tiêu",18.5,HTTL Thai Lai - B?n Súc,,N1493_start,N1493_end,"{""type"": ""LineString"", ""coordinates"": [[106.467432091173, 11.148275275759], [106.466653968589, 11.148072957138], [106.466580360897, 11.148025726075], [106.466538788722, 11.147991294049], [106.466491864756, 11.147949852093], [106.46644436424, 11.147914849285], [106.466396307233, 11.147894479035], [106.466351229461, 11.147880540349], [106.466267365125, 11.147855224495], [106.466061284183, 11.14780007085], [106.465839117264, 11.147750255011], [106.465759253026, 11.147735872159], [106.465636342234, 11.147675220221], [106.465569128897, 11.147621722096], [106.465517351631, 11.147571499605], [106.465462154509, 11.147494125612], [106.465427589067, 11.147432816307], [106.465369331553, 11.147341619342], [106.465278258598, 11.147180654134], [106.465196333432, 11.147051903914], [106.465110876523, 11.146962561747], [106.465014542477, 11.146875036406], [106.464924151784, 11.14681706131], [106.464857995038, 11.146782583633]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1506,Kênh NT11-1,Canal,292.0,,,,,"1,5",,V,"Tý?i, tiêu",4.33,HTTL An Phú-PMH,,N1506_start,N1506_end,"{""type"": ""LineString"", ""coordinates"": [[106.511431557529, 11.135620224227], [106.510958624735, 11.135241338425], [106.510577965519, 11.135084992781], [106.510417694343, 11.135031083361], [106.510116994627, 11.135009352652], [106.509989414829, 11.134996179848], [106.509692678676, 11.134916759499], [106.509560761208, 11.13481732596], [106.509478558311, 11.134736561827], [106.509387093336, 11.134597340908], [106.50934126177, 11.134489494414], [106.509286297314, 11.134372673001], [106.509231425258, 11.1342918397], [106.509140158717, 11.134229092543], [106.509058026038, 11.134175318461], [106.508998738683, 11.134148477903], [106.50890764703, 11.134153205692], [106.508789399522, 11.134225480228], [106.508621103259, 11.134320372945], [106.508464579639, 11.134471499308]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1522,Kênh NT10-3,Canal,145.0,,,,,"1,5",,V,"Tý?i, tiêu",4.21,HTTL An Phú-PMH,,N1522_start,N1522_end,"{""type"": ""LineString"", ""coordinates"": [[106.509372508864, 11.130946407978], [106.510356883721, 11.128627822472]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1524,Kênh NT15-2,Canal,235.0,,,,,"1,5",,V,"Tý?i, tiêu",4.56,HTTL An Phú-PMH,,N1524_start,N1524_end,"{""type"": ""LineString"", ""coordinates"": [[106.488124051852, 11.142700908041], [106.486568498748, 11.142620804129], [106.486059112972, 11.142580960831]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1526,Kênh NT15-1,Canal,225.0,,,,,"1,5",,V,"Tý?i, tiêu",4.43,HTTL An Phú-PMH,,N1526_start,N1526_end,"{""type"": ""LineString"", ""coordinates"": [[106.488353562866, 11.143467274298], [106.488550960827, 11.143545744919], [106.488588150716, 11.143557050788], [106.488776073584, 11.143588393749], [106.488927968001, 11.143603950141], [106.489035846895, 11.143620621043], [106.489209572654, 11.14363426571], [106.489285596233, 11.143646177392], [106.489339533525, 11.143649667975], [106.489409353472, 11.143645872545], [106.48955648524, 11.143646439418], [106.489705962171, 11.143632757107], [106.489974420442, 11.143598944717], [106.490181701184, 11.143560711174], [106.490306662408, 11.143543466489], [106.490562279597, 11.143522194613]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1554,R?ch Sóc Tràm (T6),Canal,935.0,,,,,"1,5",,IV,"Tý?i, tiêu",41.349998,HTTL An Phú-PMH,,N1554_start,N1554_end,"{""type"": ""LineString"", ""coordinates"": [[106.501090172479, 11.140345441073], [106.500818881525, 11.139451903304], [106.500739115112, 11.139263486342], [106.50065193246, 11.138993236129], [106.500543109452, 11.138715921479], [106.50040562113, 11.138502737572], [106.50019228144, 11.138222125584], [106.499982619241, 11.137969974571], [106.499888567497, 11.137831416082], [106.499786967668, 11.137589094173], [106.499725297986, 11.137401209351], [106.499612553571, 11.136999346725], [106.499547350091, 11.136867833669], [106.499540078954, 11.136842940715], [106.499554284244, 11.136761052565], [106.49957928284, 11.136672019889], [106.499658299866, 11.136568618111], [106.499740938283, 11.136472323956], [106.499838668753, 11.136280844448], [106.499959861558, 11.136119456398], [106.500053302145, 11.136019576855], [106.500301427896, 11.135812547116], [106.500384030341, 11.135702017725], [106.500409100632, 11.135641455159], [106.500423296525, 11.135556008663], [106.500408690366, 11.135481310957], [106.500332685477, 11.135353383386], [106.500267518561, 11.135236106454], [106.500180656765, 11.135090412439], [106.50012256881, 11.134923293777], [106.50007525685, 11.134741913015], [106.499973862211, 11.134549991348], [106.49981842144, 11.134361762891], [106.499630466439, 11.134141586788], [106.499474533233, 11.133917073483], [106.499370028047, 11.133761445187], [106.499185531365, 11.133484318513], [106.499044461704, 11.133278260216], [106.498994483194, 11.133200400533], [106.498940063498, 11.133086944077], [106.498903670164, 11.132966759931], [106.498878473598, 11.132815366262], [106.498857816828, 11.132675097366], [106.49883933604, 11.132503641437], [106.498850088752, 11.132298702549]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,2009,2018,,
1574,Kênh NT16,Canal,268.0,,,"+1,5",,"1,5",,IV,"Tý?i, tiêu",23.98,HTTL An Phú-PMH,,N1574_start,N1574_end,"{""type"": ""LineString"", ""coordinates"": [[106.474953790583, 11.142909830543], [106.474783527975, 11.142339797814], [106.474722411117, 11.14217114032], [106.474677137712, 11.142055750327], [106.474645458471, 11.141971478515], [106.474622821451, 11.141913829167], [106.474619845771, 11.141892601013], [106.474609042293, 11.141816091642], [106.474577296341, 11.141718532187], [106.474495858996, 11.141527751732], [106.47444153462, 11.141399118337], [106.474220404497, 11.141097749157], [106.474075961923, 11.1408982382], [106.473945068748, 11.140720987572], [106.473832202209, 11.140570314212], [106.473584091526, 11.140277845749]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1627,Kênh T3-5,Canal,312.0,15,,,,,,,,0.0,,,N1627_start,N1627_end,"{""type"": ""LineString"", ""coordinates"": [[106.519384007589, 11.113495894636], [106.519395075247, 11.113472049204], [106.519413476518, 11.113415208076], [106.519441172523, 11.113365671392], [106.519505867935, 11.113277567446], [106.519557553742, 11.113180336043], [106.519560781297, 11.113164591032], [106.519572206514, 11.113108848074], [106.519566453692, 11.113037413191], [106.519547673018, 11.112949521795], [106.519530728617, 11.112854298396], [106.519531749991, 11.11276344171], [106.519532232555, 11.112720554265], [106.519544934707, 11.112612430234], [106.519560693175, 11.112546502042], [106.51957429305, 11.112489607189], [106.519644067662, 11.112216451574], [106.519758171041, 11.111869900471], [106.519888925498, 11.111506817816], [106.520135958789, 11.110919927208]]}",,,,X? An Phú huy?n C? Chi,,,,UBND huy?n C? Chi,,2022,,
1628,Kênh T3-4,Canal,226.0,10,,,,,,,,0.0,,,N1628_start,N1628_end,"{""type"": ""LineString"", ""coordinates"": [[106.523643938015, 11.114492604334], [106.523786872635, 11.114705996822], [106.523904355838, 11.114886347598], [106.523963317687, 11.115199373052], [106.523991092083, 11.115710823818], [106.523846620165, 11.117042196071]]}",,,,X? An Phú huy?n C? Chi,,,,UBND huy?n C? Chi,,2022,,
1633,R?ch Ông L? (T4),Canal,1.186,,,,,"1,5",,IV,"Tý?i, tiêu",81.970001,HTTL An Phú-PMH,,N1633_start,N1633_end,"{""type"": ""LineString"", ""coordinates"": [[106.518787906604, 11.123395314599], [106.518363568222, 11.122684311125], [106.518226868884, 11.122564222327], [106.518017557891, 11.122324827375], [106.517945534298, 11.122177363211], [106.517879771414, 11.122042186218], [106.517845252817, 11.121943841682], [106.517810734244, 11.121845497139], [106.517732641657, 11.121677379165], [106.517689129866, 11.12157857028], [106.517661601449, 11.121497705706], [106.517638654772, 11.121428070358], [106.51762942477, 11.121380881847], [106.517617842589, 11.121304473292], [106.517619954451, 11.121241519074], [106.5176197544, 11.12116508056], [106.517636819006, 11.120726640855], [106.517668195648, 11.120513678363], [106.51769049972, 11.120362297432], [106.517706146699, 11.120252096585], [106.517696822594, 11.120168937163], [106.517666976551, 11.120072341734], [106.517625812252, 11.120000504505], [106.517559519903, 11.119895008616], [106.51747507548, 11.11981204179], [106.517402012255, 11.119729044993], [106.517351772008, 11.119668471803], [106.517299226702, 11.11959666446], [106.517283179723, 11.11955399005], [106.517271591855, 11.11947533311], [106.517271415448, 11.119407887083], [106.517282609337, 11.119335917125], [106.517295744639, 11.119135794358], [106.51729083277, 11.118998668277], [106.517267751177, 11.118877324399], [106.517253946475, 11.118821154967], [106.517244687247, 11.118762725572], [106.517219412338, 11.118672862607], [106.517201053566, 11.118616704786], [106.51715532559, 11.118540383276], [106.517093633054, 11.118452861542], [106.516995471819, 11.118347446754], [106.516883722579, 11.118269045167], [106.516813001146, 11.118210772442], [106.516719545103, 11.118163798579], [106.516566925968, 11.118125968931], [106.516455388355, 11.118128501521], [106.51639164948, 11.118128663924], [106.516311887345, 11.118095144338], [106.516232024496, 11.118023405454], [106.516092794946, 11.117882123782], [106.516026678836, 11.117844073529], [106.515974292666, 11.117832965995], [106.515901441648, 11.117830903125], [106.51582636191, 11.117846831948], [106.515623867206, 11.11788781441], [106.515287165596, 11.117967357747], [106.514711387947, 11.118027275095], [106.514299511324, 11.118086774949], [106.514049224159, 11.118132374542], [106.513810207713, 11.118135229928], [106.513577979133, 11.118122330217], [106.513461841445, 11.118106887331], [106.513336557394, 11.118075730837], [106.513136040423, 11.118002048869], [106.51299464678, 11.117903487454], [106.512898786178, 11.11780705886], [106.512828018828, 11.117730799207], [106.512739028998, 11.11765009081], [106.512508738501, 11.117506789865], [106.512260224811, 11.11735903907], [106.512089284764, 11.117278538105], [106.512009575828, 11.117265250711], [106.511913950181, 11.117258747815], [106.51185706944, 11.117270132818], [106.511741066381, 11.117306397783], [106.511388708044, 11.117493890039], [106.510622703405, 11.117936473144], [106.510302184801, 11.118112641849], [106.510136234796, 11.118200741366], [106.510091073631, 11.11834249106], [106.510036887605, 11.118515738928], [106.509939648846, 11.118765533824], [106.509554312265, 11.119404992796], [106.508881334044, 11.120611722365], [106.508570829824, 11.121140830331], [106.508385144685, 11.121521243462]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1655,Kênh D?a,Canal,1.318,3,-2,,,"1,5",Ð?t + s?i + tý?ng ch?n b?ng BT,,"Tý?i, tiêu",41.540001,HTTL Thai Lai - B?n Súc,,N1655_start,N1655_end,"{""type"": ""LineString"", ""coordinates"": [[106.4668002485, 11.148331132347], [106.466745354024, 11.148396926857], [106.466680833017, 11.14846908359], [106.466621468452, 11.148550354436], [106.466598038219, 11.148594946891], [106.466572458377, 11.148666079415], [106.466564404131, 11.148732016058], [106.466553445575, 11.148869961339], [106.466537106076, 11.148907523191], [106.466507394389, 11.148935988729], [106.466444859623, 11.148980759544], [106.466321823636, 11.149062182383], [106.466276749901, 11.14910792492], [106.46623179036, 11.14920031645], [106.46618079268, 11.149343427254], [106.466132840866, 11.149472334394], [106.466101087108, 11.14950587562], [106.466050843469, 11.149537433179], [106.465985150896, 11.149550773813], [106.465927644253, 11.149551924501], [106.465861899555, 11.149543968394], [106.465783786618, 11.149517787993], [106.465669675574, 11.149469383162], [106.465603876324, 11.149439116839], [106.465566879226, 11.149428049943], [106.465534013876, 11.149427113981], [106.465507328134, 11.149433261923], [106.465470410406, 11.149454646812], [106.465427389946, 11.149500384335], [106.465264560808, 11.149687368811], [106.465190771435, 11.149749405657], [106.46514769139, 11.1497708052], [106.465097412886, 11.149788164494], [106.465006030947, 11.149795480955], [106.464905377255, 11.149790650892], [106.464757434024, 11.149765650072], [106.464691709115, 11.14976580666], [106.464633214854, 11.149783186354], [106.464558308941, 11.149808717223], [106.464469033376, 11.14983732535], [106.464385925001, 11.149867946563], [106.46425504534, 11.149957064527], [106.464154271071, 11.150047995727], [106.464083557082, 11.150107997199], [106.464038408564, 11.150123316313], [106.463988100221, 11.150128506002], [106.463941877472, 11.150124559513], [106.463900769076, 11.150112488751], [106.463848273621, 11.150062922235], [106.463776228003, 11.149998189676], [106.46368359699, 11.149914238827], [106.463630094203, 11.149872787664], [106.463601306979, 11.149859673197], [106.463583851705, 11.149860728165], [106.463553080269, 11.149876013007], [106.463506960533, 11.149914658998], [106.463368695498, 11.150068118655], [106.463240642672, 11.15019823023], [106.463186298124, 11.150232839233], [106.46307960158, 11.150276699122], [106.462973901624, 11.150308388011], [106.462819949181, 11.150346275825], [106.462784048438, 11.150363601484], [106.462724566258, 11.150397208263], [106.462673297345, 11.150429782072], [106.462619999645, 11.150472501492], [106.462453175616, 11.150653115037], [106.462297239258, 11.150773445488], [106.462200860997, 11.150837563084], [106.462158869476, 11.150884312085], [106.462111752734, 11.150935129749], [106.462062556887, 11.150975810638], [106.462010251637, 11.151004330302], [106.461958950445, 11.151023720222], [106.461868617394, 11.151040159713], [106.461745427107, 11.151058706749], [106.461664371545, 11.151089322371], [106.461418167544, 11.151199430119], [106.46120173591, 11.151305411488], [106.461157667563, 11.151343037931], [106.461122869307, 11.151391797544], [106.461086037277, 11.151448675881], [106.461036897897, 11.151512681136], [106.460981551193, 11.151557432943], [106.460749817337, 11.151706043093], [106.460568296802, 11.151809912607], [106.460408378859, 11.151928942507], [106.460125503846, 11.152162858064], [106.459884622951, 11.152351039016]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1668,Kênh NT8,Canal,617.0,,,"+1,5",,"1,5",,IV,"Tý?i, tiêu",43.450001,HTTL An Phú-PMH,,N1668_start,N1668_end,"{""type"": ""LineString"", ""coordinates"": [[106.51561638284, 11.126076865264], [106.515115466541, 11.125726321459], [106.514781871128, 11.125513552898], [106.514508654956, 11.125348969826], [106.51428473641, 11.125272180722], [106.514071590306, 11.125220194645], [106.513819378051, 11.125108607054], [106.513590512249, 11.124991146007], [106.513403036049, 11.124870700279], [106.513218419225, 11.124728942366], [106.5127691895, 11.124343083843], [106.51264468922, 11.124251420913], [106.512271557021, 11.124077215063], [106.51168891725, 11.123807610078], [106.511347917825, 11.123655817944], [106.510977351104, 11.123480532591], [106.510910812851, 11.123449058383], [106.510566671543, 11.123272901008], [106.510330770346, 11.123152148076]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,2009,2018,,
1669,Kênh NT10-1,Canal,192.0,,,,,"1,5",,V,"Tý?i, tiêu",4.54,HTTL An Phú-PMH,,N1669_start,N1669_end,"{""type"": ""LineString"", ""coordinates"": [[106.511691745392, 11.1318642624], [106.511800335492, 11.131609742563], [106.512271859718, 11.129951694279], [106.512621289929, 11.128666645449]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1679,Kênh T5-3,Canal,210.0,,,,,"1,5",,V,"Tý?i, tiêu",4.54,HTTL An Phú-PMH,,N1679_start,N1679_end,"{""type"": ""LineString"", ""coordinates"": [[106.506328922047, 11.132051755601], [106.506395149822, 11.13197120716], [106.506571200033, 11.131758493176], [106.506820245847, 11.13153876696], [106.507741507241, 11.130331212245]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1692,Kênh T4-4,Canal,275.0,,,,,"1,5",,V,"Tý?i, tiêu",4.36,HTTL An Phú-PMH,,N1692_start,N1692_end,"{""type"": ""LineString"", ""coordinates"": [[106.516995471819, 11.118347446754], [106.516724648862, 11.118431211061], [106.516396759838, 11.118542739202], [106.515916334464, 11.118741943999], [106.514351047192, 11.11943092855]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1693,Kênh T4-2-4,Canal,190.0,,,,,"1,5",,V,"Tý?i, tiêu",4.62,HTTL An Phú-PMH,,N1693_start,N1693_end,"{""type"": ""LineString"", ""coordinates"": [[106.514287468054, 11.121472218513], [106.514039264761, 11.121951635862], [106.513892899772, 11.122222368751], [106.513642884371, 11.123215662271]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1694,Kênh NT9,Canal,866.0,,,"+1,5",,"1,5",,IV,"Tý?i, tiêu",30.299999,HTTL An Phú-PMH,,N1694_start,N1694_end,"{""type"": ""LineString"", ""coordinates"": [[106.513807653563, 11.12886346154], [106.513173431206, 11.128667801394], [106.513021844284, 11.128619868549], [106.512815892832, 11.128565001251], [106.512383541311, 11.128385978502], [106.512095054282, 11.128304541238], [106.511704032139, 11.128248657937], [106.511179523961, 11.128161192084], [106.510540426421, 11.128021004598], [106.510341222179, 11.127966372508], [106.509729400498, 11.127798580532], [106.509337729472, 11.127671014598], [106.509159332213, 11.127592951329], [106.509002823814, 11.127498588724], [106.508934259759, 11.127487932259], [106.508802734194, 11.127512631168], [106.508646457164, 11.127507610415], [106.508360943095, 11.127463952086], [106.508174689292, 11.127415713622], [106.507969738957, 11.127357626467], [106.507855974276, 11.127313181895], [106.507730939682, 11.127264455184], [106.50759328463, 11.127183702647], [106.507474346157, 11.127087218526], [106.507390049538, 11.127018762993], [106.507303128649, 11.126909643584], [106.507228137172, 11.126815560977], [106.507205024091, 11.126754119447], [106.50714000759, 11.126706267363], [106.506787591566, 11.126597123021], [106.506656258163, 11.126556472193], [106.506525767124, 11.126532902101], [106.506432694715, 11.126534000606], [106.506317467818, 11.126586824866], [106.506208395104, 11.126617923759], [106.506131812603, 11.126625538661], [106.506062893859, 11.126611421711], [106.50588793851, 11.126499398876]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,2009,2018,,
1730,Kênh T2-6,Canal,196.0,8,,,,,,,,0.0,,,N1730_start,N1730_end,"{""type"": ""LineString"", ""coordinates"": [[106.51996660706, 11.108741556685], [106.519928426543, 11.108969357752], [106.519923664943, 11.109170501572], [106.519899589922, 11.109395737032], [106.51984060791, 11.109971083734], [106.519776457985, 11.110664955247]]}",,,,X? An Phú huy?n C? Chi,,,,UBND huy?n C? Chi,,2022,,
1736,Kênh T3-2,Canal,400.0,,,,,"1,5",,V,"Tý?i, tiêu",4.34,HTTL An Phú-PMH,,N1736_start,N1736_end,"{""type"": ""LineString"", ""coordinates"": [[106.525228306131, 11.11366840635], [106.525245004238, 11.113900822598], [106.52524549418, 11.113946994603], [106.525255772179, 11.113998304399], [106.525254596981, 11.114033365442], [106.525234550301, 11.114123568598], [106.525193427217, 11.11439412726], [106.525099807931, 11.114949047916], [106.525008650311, 11.115476415911], [106.524918691714, 11.115977486605], [106.524811310826, 11.116602559559], [106.524739602487, 11.117007124168], [106.524687638812, 11.117300296474]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1737,Kênh T2-4,Canal,180.0,,,,,"1,5",,V,"Tý?i, tiêu",5.14,HTTL An Phú-PMH,,N1737_start,N1737_end,"{""type"": ""LineString"", ""coordinates"": [[106.522014917965, 11.109257476941], [106.522017402947, 11.109360085365], [106.522022639407, 11.109483183292], [106.522016672515, 11.109529296872], [106.521970454634, 11.109703788953], [106.521852899706, 11.110147039242], [106.521764552192, 11.11050703683], [106.521640002345, 11.110991393035]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1738,Kênh NT15,Canal,1.05,,,"+1,5",,"1,5",,IV,"Tý?i, tiêu",31.92,HTTL An Phú-PMH,,N1738_start,N1738_end,"{""type"": ""LineString"", ""coordinates"": [[106.488383220097, 11.144402130147], [106.488434781891, 11.143830867661], [106.488454245807, 11.143644991019], [106.488466054753, 11.143576813635], [106.488473344602, 11.143489664089], [106.488472265009, 11.143434052189], [106.488471181653, 11.143376585183], [106.488462588628, 11.143319136653], [106.488442147797, 11.143279621113], [106.48843146142, 11.143258963601], [106.488388130367, 11.143200060021], [106.488301536705, 11.143103560269], [106.48813157991, 11.142944535141], [106.488124051852, 11.142700908041], [106.488108286911, 11.142564623005], [106.488114544806, 11.14247953], [106.488153315433, 11.142303077633], [106.488183443327, 11.142224790396], [106.488248280263, 11.142088233015], [106.488271148353, 11.142025554001], [106.488286691115, 11.141936152048], [106.48828561509, 11.141802431849], [106.488285013095, 11.141727443123], [106.488271002451, 11.141639895736], [106.488255485225, 11.141609457401], [106.488069567539, 11.14135583254], [106.488031572706, 11.141304002624], [106.488016404612, 11.141273316608], [106.487988410261, 11.141216679665], [106.487971407144, 11.141168758789], [106.487962205118, 11.141119868576], [106.487959358307, 11.141104742646], [106.48796765814, 11.141060116315], [106.488004425075, 11.1409720463], [106.48805146568, 11.140899312678], [106.488312794944, 11.140574420109], [106.488356506155, 11.1404967341], [106.48836114695, 11.140488484061], [106.488405766367, 11.140384330593], [106.488409725343, 11.140355474364], [106.488422108661, 11.140269685533], [106.488420589276, 11.140251292715], [106.488419036892, 11.140232520276], [106.4884395618, 11.140072430889], [106.488442956437, 11.140045956416], [106.488441975853, 11.140022317867], [106.488439905523, 11.139972412054], [106.488439624805, 11.139965646819], [106.488433471849, 11.139946022326], [106.488429181306, 11.139932340106], [106.488411803175, 11.139876920156], [106.488399857534, 11.139853471303], [106.488355971236, 11.139798881368], [106.488355508384, 11.139798304817], [106.48832188929, 11.139756484676], [106.488271829858, 11.139713461884], [106.488225084572, 11.139663950688], [106.488206338731, 11.139644095879], [106.488198343573, 11.139622176], [106.488173231631, 11.139553333599], [106.48815698856, 11.139498197423], [106.488151081476, 11.139463153707], [106.488148263609, 11.13944643115], [106.488149769369, 11.139426381901], [106.488173352781, 11.139364622365], [106.488179227021, 11.139349234517], [106.488181760981, 11.139331051415], [106.488193809359, 11.139244567289], [106.488216082832, 11.1391897559], [106.48822327865, 11.139172047716], [106.488261427546, 11.139015301577], [106.488281539018, 11.138895277178], [106.488281455201, 11.138862032675], [106.488280315265, 11.138857605622], [106.488268228022, 11.138810649039], [106.488252156916, 11.138728208259], [106.488258302052, 11.138687011767], [106.488263204832, 11.138654141937], [106.488260575679, 11.138616406936], [106.488260166481, 11.13861459803], [106.488251387253, 11.138575792382], [106.488243367172, 11.138540342517], [106.488221509723, 11.138488892401], [106.488219817044, 11.13848490698], [106.488212596606, 11.13846306475], [106.488108057656, 11.138146822999], [106.488028283186, 11.137928999644], [106.487914660952, 11.1376187559], [106.487911106348, 11.137602829809], [106.487894971258, 11.137530527192]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1748,Kênh NT3,Canal,263.0,,,"+1,5",,"1,5",,IV,"Tý?i, tiêu",13.36,HTTL An Phú-PMH,,N1748_start,N1748_end,"{""type"": ""LineString"", ""coordinates"": [[106.52267367625, 11.103397569714], [106.522402063725, 11.104265537333], [106.522390581416, 11.104298228212], [106.522362880137, 11.104374521315], [106.522292628329, 11.104573648899], [106.522126384995, 11.105017675957], [106.521942485397, 11.105356382366], [106.521859512277, 11.105495566155], [106.521797377242, 11.105675853283], [106.521772081794, 11.105890997366], [106.521725084187, 11.106134425049], [106.52165895032, 11.10634698515], [106.5216200205, 11.106552753932], [106.521536125531, 11.106739819279], [106.521299304476, 11.106783367384], [106.521194388694, 11.106786327475], [106.521044470574, 11.106776617734], [106.520823707913, 11.106771799382], [106.520661473786, 11.106741934495], [106.520563992003, 11.106721996601], [106.520341781682, 11.106684882681], [106.520219759667, 11.106660297368], [106.520109844825, 11.106646398525]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,2009,2018,,
1751,Kênh Bà H?t,Canal,368.0,2,"-1,5",,,"1,5",Ð?t + s?i + tý?ng ch?n b?ng BT,,"Tý?i, tiêu",20.5,HTTL Thai Lai - B?n Súc,,N1751_start,N1751_end,"{""type"": ""LineString"", ""coordinates"": [[106.469327826862, 11.150447051282], [106.468918137045, 11.151047533119], [106.46874421755, 11.151172478969], [106.468603330247, 11.151235081509], [106.468465669023, 11.151259988914], [106.468361210101, 11.151291371143], [106.468294930185, 11.151329216312], [106.468169060951, 11.151426191937], [106.468061331485, 11.151477244193], [106.467943609632, 11.151513574286], [106.467824180588, 11.151530245219], [106.467673196937, 11.151535522761], [106.467558665085, 11.151519410773], [106.467502208517, 11.15150316073], [106.467435760545, 11.151472187623], [106.467332638834, 11.151372482807], [106.467256150382, 11.151307124419], [106.46719965369, 11.151274488408], [106.467153177435, 11.151268045129], [106.467093462477, 11.151276381347], [106.467023856548, 11.151310956995], [106.466926095096, 11.151366900374], [106.466440691535, 11.151682660614]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1759,Kênh NT6-1,Canal,140.0,,,,,"1,5",,V,"Tý?i, tiêu",4.97,HTTL An Phú-PMH,,N1759_start,N1759_end,"{""type"": ""LineString"", ""coordinates"": [[106.520157445541, 11.115649549345], [106.520195859599, 11.115556294358], [106.520211141913, 11.11548753227], [106.520223316022, 11.115412670395], [106.520249374645, 11.115325554775], [106.520312176881, 11.115097846185], [106.520428630154, 11.114691322491], [106.52052975283, 11.114335233235], [106.52055273918, 11.11425576195]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1760,Kênh T4-2-2,Canal,202.0,,,,,"1,5",,V,"Tý?i, tiêu",3.55,HTTL An Phú-PMH,,N1760_start,N1760_end,"{""type"": ""LineString"", ""coordinates"": [[106.515847512759, 11.124106480569], [106.515657558312, 11.121303414509]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1761,Kênh NT6-6,Canal,115.0,,,,,"1,5",,V,"Tý?i, tiêu",4.01,HTTL An Phú-PMH,,N1761_start,N1761_end,"{""type"": ""LineString"", ""coordinates"": [[106.521014858712, 11.116069337204], [106.520960968821, 11.116192747558], [106.520935867157, 11.116236393283], [106.520911985998, 11.116264470899], [106.520766185038, 11.116436678525], [106.520497835698, 11.116753639601], [106.520327544449, 11.116962020123]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1762,Kênh T3-1,Canal,65.0,,,,,"1,5",,V,"Tý?i, tiêu",4.39,HTTL An Phú-PMH,,N1762_start,N1762_end,"{""type"": ""LineString"", ""coordinates"": [[106.525228306131, 11.11366840635], [106.52522312486, 11.1134593463], [106.525218138299, 11.113398863974], [106.52521328271, 11.113353657887], [106.52521000729, 11.113309227016], [106.525205172296, 11.113271817372], [106.525179542083, 11.113132328454], [106.52513866526, 11.112898542454], [106.525118651828, 11.1127933431]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
1763,Kênh s? 1,Canal,476.0,2,"-1,5",2,,"1,5",Ð?t + s?i + tý?ng ch?n b?ng BT,,"Tý?i, tiêu",40.560001,HTTL Thai Lai - B?n Súc,,N1763_start,N1763_end,"{""type"": ""LineString"", ""coordinates"": [[106.459652267353, 11.154175580939], [106.461391415599, 11.156988580633], [106.461402327679, 11.157007213751], [106.461412329117, 11.157026338693], [106.461421397237, 11.157045912093], [106.461429511475, 11.157065889571], [106.461436653434, 11.157086225827], [106.46144280692, 11.157106874752], [106.461447957979, 11.157127789527], [106.461455778328, 11.157175136273], [106.461458473041, 11.157223035809], [106.46146189377, 11.157452252907]]}",,,,Huy?n C? Chi,,,,CTQLKT&DVTL,,2018,,
